L5_pos_x,L5_pos_y,L5_pos_z,L5_shoulder_dist,depth_shoulder,theta_shoulder,upperarm_length,forearm_length
-0.1964,0.012548,0.92348,0.39413,0.14293,0.3998,0.31801,0.26032
