6 3.572576 -340.065125 550.034973 537.551941
7 4.000000 -397.465057 557.512024 539.802734
9 4.000000 -404.535187 505.002228 525.182617
0.002100 3 0 0 0

6 4.000000 -340.078979 550.045044 537.536560
7 3.576826 -397.430481 557.489624 539.826233
9 4.000000 -404.534058 505.001007 525.172363
0.004200 3 0 0 0

6 4.000000 -340.083344 550.057800 537.517273
7 4.000000 -397.442535 557.492981 539.817993
9 4.000000 -404.532928 504.999786 525.162109
0.006300 3 0 0 0

6 4.000000 -340.087708 550.070496 537.497986
7 4.000000 -397.447021 557.492188 539.814880
9 3.575264 -404.569519 505.046967 525.107300
0.008400 3 0 0 0

6 3.572532 -340.126190 550.098816 537.470093
7 4.000000 -397.451538 557.491394 539.811768
9 4.000000 -404.568542 505.046082 525.096680
0.010500 3 0 0 0

6 4.000000 -340.130890 550.111633 537.450684
7 3.576801 -397.480774 557.523743 539.767578
9 4.000000 -404.573700 505.052979 525.078918
0.012600 3 0 0 0

6 4.000000 -340.141022 550.126953 537.429932
7 4.000000 -397.485504 557.523193 539.764282
9 4.000000 -404.578827 505.059845 525.061157
0.014700 3 0 0 0

6 4.000000 -340.151154 550.142273 537.409180
7 4.000000 -397.494202 557.527954 539.754333
9 3.575243 -404.563232 505.060913 525.038574
0.016800 3 0 0 0

6 3.572517 -340.124023 550.132507 537.396301
7 4.000000 -397.502899 557.532715 539.744385
9 4.000000 -404.568176 505.067719 525.020874
0.018900 3 0 0 0

6 4.000000 -340.133881 550.147705 537.375549
7 3.576784 -397.491577 557.517761 539.731140
9 4.000000 -404.569885 505.073608 525.002441
0.021000 3 0 0 0

6 4.000000 -340.137756 550.158875 537.356140
7 4.000000 -397.500092 557.522461 539.721252
9 4.000000 -404.571564 505.079529 524.984009
0.023100 3 0 0 0

6 4.000000 -340.141663 550.170044 537.336731
7 4.000000 -397.505402 557.523926 539.710815
9 3.575240 -404.535614 505.059845 524.964172
0.025200 3 0 0 0

6 3.572470 -340.190674 550.211914 537.284790
7 4.000000 -397.510681 557.525391 539.700317
9 4.000000 -404.537079 505.065613 524.945618
0.027300 3 0 0 0

6 4.000000 -340.194824 550.223206 537.265076
7 3.576760 -397.542053 557.553223 539.671570
9 4.000000 -404.532471 505.067261 524.926880
0.029400 3 0 0 0

6 4.000000 -340.206207 550.239502 537.240112
7 4.000000 -397.547516 557.554871 539.661072
9 4.000000 -404.527832 505.068909 524.908142
0.031500 3 0 0 0

6 4.000000 -340.217590 550.255737 537.215149
7 4.000000 -397.557159 557.560791 539.647583
9 3.575192 -404.592529 505.122742 524.863220
0.033600 3 0 0 0

6 3.572438 -340.230194 550.270996 537.182495
7 4.000000 -397.566772 557.566650 539.634094
9 4.000000 -404.588348 505.124695 524.844360
0.035700 3 0 0 0

6 4.000000 -340.241699 550.287231 537.157593
7 3.576743 -397.588379 557.583008 539.622070
9 4.000000 -404.595245 505.135010 524.821289
0.037800 3 0 0 0

6 4.000000 -340.253357 550.303284 537.131409
7 4.000000 -397.598114 557.588989 539.608643
9 4.000000 -404.602142 505.145325 524.798157
0.039900 3 0 0 0

6 4.000000 -340.265015 550.319336 537.105286
7 4.000000 -397.609772 557.596558 539.595398
9 3.575192 -404.584259 505.132568 524.787598
0.042000 3 0 0 0

6 3.572428 -340.227844 550.308228 537.087280
7 4.000000 -397.621429 557.604187 539.582153
9 4.000000 -404.591125 505.142792 524.764587
0.044100 3 0 0 0

6 4.000000 -340.239105 550.324158 537.061035
7 3.576735 -397.606628 557.588806 539.587219
9 4.000000 -404.593994 505.149292 524.743591
0.046200 3 0 0 0

6 4.000000 -340.242554 550.335693 537.036194
7 4.000000 -397.618103 557.596252 539.574097
9 4.000000 -404.596863 505.155792 524.722534
0.048300 3 0 0 0

6 4.000000 -340.245972 550.347229 537.011292
7 4.000000 -397.625336 557.600037 539.563782
9 3.575147 -404.655029 505.203033 524.682739
0.050400 3 0 0 0

6 3.572387 -340.318787 550.381226 536.993103
7 4.000000 -397.632568 557.603760 539.553528
9 4.000000 -404.658203 505.209778 524.661560
0.052500 3 0 0 0

6 4.000000 -340.322662 550.392944 536.968445
7 3.576701 -397.684692 557.650635 539.507263
9 4.000000 -404.670288 505.223083 524.637390
0.054600 3 0 0 0

6 4.000000 -340.337738 550.408264 536.944824
7 4.000000 -397.692139 557.654663 539.496765
9 4.000000 -404.682404 505.236359 524.613220
0.056700 3 0 0 0

6 4.000000 -340.352783 550.423645 536.921204
7 4.000000 -397.706787 557.665649 539.480530
9 3.575118 -404.716492 505.244629 524.608398
0.058800 3 0 0 0

6 3.572362 -340.375549 550.408203 536.937134
7 4.000000 -397.721436 557.676636 539.464233
9 4.000000 -404.728699 505.257874 524.584290
0.060900 3 0 0 0

6 4.000000 -340.390656 550.423340 536.913696
7 3.576682 -397.738678 557.678650 539.458496
9 4.000000 -404.744446 505.270325 524.563293
0.063000 3 0 0 0

6 4.000000 -340.407013 550.433472 536.896667
7 4.000000 -397.753387 557.689575 539.442444
9 4.000000 -404.760162 505.282776 524.542297
0.065100 3 0 0 0

6 4.000000 -340.423370 550.443604 536.879578
7 4.000000 -397.768555 557.699036 539.427979
9 3.575118 -404.733124 505.264404 524.558044
0.067200 3 0 0 0

6 3.572366 -340.385315 550.431213 536.878845
7 4.000000 -397.783722 557.708496 539.413513
9 4.000000 -404.748596 505.276642 524.537354
0.069300 3 0 0 0

6 4.000000 -340.401215 550.441223 536.861938
7 3.576684 -397.756622 557.671509 539.451965
9 4.000000 -404.757233 505.283966 524.522522
0.071400 3 0 0 0

6 4.000000 -340.408417 550.447632 536.847534
7 4.000000 -397.771545 557.680725 539.437866
9 4.000000 -404.765869 505.291260 524.507690
0.073500 3 0 0 0

6 4.000000 -340.415649 550.454041 536.833191
7 4.000000 -397.779633 557.682434 539.432129
9 3.575087 -404.818420 505.311493 524.491577
0.075600 3 0 0 0

6 3.572329 -340.480194 550.464783 536.824280
7 4.000000 -397.787720 557.684143 539.426453
9 4.000000 -404.827332 505.318909 524.476746
0.077700 3 0 0 0

6 4.000000 -340.487762 550.471191 536.809998
7 3.576674 -397.823669 557.696106 539.429443
9 4.000000 -404.843292 505.328400 524.461731
0.079800 3 0 0 0

6 4.000000 -340.504608 550.478394 536.796570
7 4.000000 -397.831970 557.697876 539.423828
9 4.000000 -404.859253 505.337860 524.446655
0.081900 3 0 0 0

6 4.000000 -340.521454 550.485535 536.783203
7 4.000000 -397.844757 557.701355 539.419617
9 3.575077 -404.876984 505.333923 524.438354
0.084000 3 0 0 0

6 3.572340 -340.492920 550.467651 536.778870
7 4.000000 -397.857574 557.704773 539.415344
9 4.000000 -404.892944 505.343292 524.423340
0.086100 3 0 0 0

6 4.000000 -340.509369 550.474670 536.765442
7 3.576660 -397.860809 557.708801 539.391418
9 4.000000 -404.909210 505.350494 524.409424
0.088200 3 0 0 0

6 4.000000 -340.518585 550.477661 536.753418
7 4.000000 -397.873535 557.712219 539.387024
9 4.000000 -404.925476 505.357697 524.395508
0.090300 3 0 0 0

6 4.000000 -340.527802 550.480652 536.741394
7 4.000000 -397.884735 557.715820 539.379517
9 3.575095 -404.898743 505.329987 524.419373
0.092400 3 0 0 0

6 3.572312 -340.592255 550.495789 536.739563
7 4.000000 -397.895935 557.719360 539.372009
9 4.000000 -404.914764 505.336975 524.405701
0.094500 3 0 0 0

6 4.000000 -340.601807 550.498840 536.727722
7 3.576627 -397.939850 557.757874 539.323669
9 4.000000 -404.923798 505.338379 524.398193
0.096600 3 0 0 0

6 4.000000 -340.620270 550.503784 536.717468
7 4.000000 -397.951172 557.761658 539.315918
9 4.000000 -404.932861 505.339813 524.390686
0.098700 3 0 0 0

6 4.000000 -340.638733 550.508728 536.707275
7 4.000000 -397.967743 557.771057 539.301575
9 3.575059 -404.991089 505.374908 524.356262
0.100800 3 0 0 0

6 3.572294 -340.654358 550.528259 536.677673
7 4.000000 -397.984344 557.780396 539.287231
9 4.000000 -405.000519 505.376556 524.348511
0.102900 3 0 0 0

6 4.000000 -340.672760 550.533325 536.667297
7 3.576624 -397.995697 557.774414 539.302612
9 4.000000 -405.017822 505.383575 524.336365
0.105000 3 0 0 0

6 4.000000 -340.690704 550.540771 536.653870
7 4.000000 -398.012207 557.783691 539.288513
9 4.000000 -405.035156 505.390625 524.324280
0.107100 3 0 0 0

