0.2124	0.0825	0.3151	-0.5866	0.0608
0.1179	0.0774	0.3427	0.2585	-0.3475
0.1588	-0.1212	0.3852	-0.1448	-0.0833
0.1134	0.4090	0.4692	-0.5624	0.4101
0.3585	-0.3576	-0.9312	-0.4789	-0.0077
0.3800	0.0555	-0.0989	0.4501	-0.7325
-0.1519	0.1028	0.2385	-0.1511	-0.0203
0.8987	0.2246	0.4539	-0.3072	-0.0108
0.0201	-0.5749	-0.3623	-0.5956	0.3889
-0.0735	-0.2816	-0.1077	-0.0454	-0.7070
