0.6659	-0.3354	-0.9487	0.6058	0.2750
0.0821	0.6097	0.3525	0.6712	-0.1836
0.4418	-0.9442	-0.6873	0.2853	0.7419
-0.4644	-0.8686	-0.2775	0.4214	-0.1441
-0.7227	0.0557	0.0036	-0.5393	-0.2265
-0.0754	-0.3884	0.5513	0.3608	0.9301
-0.0679	0.4476	-0.7785	0.1145	-0.2005
-0.3934	-0.6480	0.7674	0.7522	0.2798
-0.4531	0.2931	0.8064	0.3744	0.2392
-0.4765	-0.7910	0.4202	0.3206	-0.4808
