6 3.565167 -331.198364 557.407104 515.798340
7 4.000000 -388.689331 563.573486 516.667725
9 4.000000 -394.735443 509.866119 504.363342
0.002100 3 0 0 0

6 4.000000 -331.224426 557.425110 515.825745
7 3.568841 -388.643372 563.580627 516.743225
9 4.000000 -394.740356 509.877136 504.399475
0.004200 3 0 0 0

6 4.000000 -331.235474 557.447021 515.854370
7 4.000000 -388.666687 563.594910 516.771118
9 4.000000 -394.745270 509.888123 504.435608
0.006300 3 0 0 0

6 4.000000 -331.246521 557.468933 515.882996
7 4.000000 -388.678864 563.608093 516.806641
9 3.568047 -394.770782 509.979309 504.456024
0.008400 3 0 0 0

6 3.565179 -331.287079 557.580261 515.896362
7 4.000000 -388.691040 563.621216 516.842163
9 4.000000 -394.775879 509.990845 504.492065
0.010500 3 0 0 0

6 4.000000 -331.298187 557.602722 515.924866
7 3.568858 -388.731598 563.721130 516.827454
9 4.000000 -394.784271 510.015259 504.525635
0.012600 3 0 0 0

6 4.000000 -331.314026 557.639526 515.950928
7 4.000000 -388.744049 563.734863 516.862671
9 4.000000 -394.792664 510.039642 504.559204
0.014700 3 0 0 0

6 4.000000 -331.329895 557.676331 515.976929
7 4.000000 -388.760986 563.762512 516.889832
9 3.568083 -394.774384 510.091736 504.592896
0.016800 3 0 0 0

6 3.565213 -331.305664 557.741394 516.017639
7 4.000000 -388.777954 563.790222 516.916992
9 4.000000 -394.782562 510.116272 504.626343
0.018900 3 0 0 0

6 4.000000 -331.321350 557.778381 516.043762
7 3.568896 -388.744263 563.841797 516.987488
9 4.000000 -394.786438 510.145233 504.659851
0.021000 3 0 0 0

6 4.000000 -331.330627 557.819885 516.072266
7 4.000000 -388.760895 563.869568 517.015015
9 4.000000 -394.790314 510.174225 504.693359
0.023100 3 0 0 0

6 4.000000 -331.339874 557.861389 516.100708
7 4.000000 -388.769440 563.901245 517.049500
9 3.568122 -394.711548 510.249176 504.690308
0.025200 3 0 0 0

6 3.565212 -331.348236 558.025757 516.058350
7 4.000000 -388.777954 563.932922 517.083984
9 4.000000 -394.714996 510.278473 504.723602
0.027300 3 0 0 0

6 4.000000 -331.357452 558.068115 516.086365
7 3.568897 -388.782410 564.058960 517.023499
9 4.000000 -394.705170 510.315125 504.751007
0.029400 3 0 0 0

6 4.000000 -331.366516 558.130127 516.103027
7 4.000000 -388.790985 564.091248 517.057312
9 4.000000 -394.695343 510.351807 504.778412
0.031500 3 0 0 0

6 4.000000 -331.375580 558.192139 516.119690
7 4.000000 -388.798859 564.138672 517.075928
9 3.568110 -394.700958 510.485229 504.771423
0.033600 3 0 0 0

6 3.565220 -331.358582 558.304993 516.107483
7 4.000000 -388.806732 564.186096 517.094543
9 4.000000 -394.691071 510.522552 504.798645
0.035700 3 0 0 0

6 4.000000 -331.367462 558.367310 516.123901
7 3.568911 -388.815918 564.306458 517.094360
9 4.000000 -394.683746 510.575409 504.820313
0.037800 3 0 0 0

6 4.000000 -331.372192 558.437805 516.135742
7 4.000000 -388.823761 564.354370 517.112732
9 4.000000 -394.676422 510.628265 504.841980
0.039900 3 0 0 0

6 4.000000 -331.376892 558.508301 516.147522
7 4.000000 -388.831757 564.413940 517.128174
9 3.568135 -394.613037 510.717896 504.845337
0.042000 3 0 0 0

6 3.565233 -331.338257 558.616455 516.146606
7 4.000000 -388.839783 564.473572 517.143555
9 4.000000 -394.605377 510.770905 504.866821
0.044100 3 0 0 0

6 4.000000 -331.342682 558.687195 516.158447
7 3.568949 -388.807770 564.551514 517.201111
9 4.000000 -394.588745 510.829834 504.885468
0.046200 3 0 0 0

6 4.000000 -331.340179 558.763977 516.168152
7 4.000000 -388.815460 564.611206 517.216858
9 4.000000 -394.572083 510.888763 504.904083
0.048300 3 0 0 0

6 4.000000 -331.337677 558.840820 516.177917
7 4.000000 -388.816772 564.673828 517.239380
9 3.568093 -394.617737 511.059296 504.842224
0.050400 3 0 0 0

6 3.565197 -331.400299 559.029297 516.162537
7 4.000000 -388.818085 564.736450 517.261902
9 4.000000 -394.601532 511.118988 504.860443
0.052500 3 0 0 0

6 4.000000 -331.398315 559.106812 516.172058
7 3.568907 -388.846466 564.921387 517.159607
9 4.000000 -394.595276 511.196594 504.865753
0.054600 3 0 0 0

